Municipio,Nombre,Tipo,Latitud,Longitud,ConsultoriosG,ConsultoriosO,ConsultoriosT,CamasH,CamasO,CamasT
CALIMAYA,SAN LORENZO CUAUHTENCO,UNIDAD DE CONSULTA EXTERNA,19.200101,-99.630442,1,0,1,0,0,0
CALIMAYA,GUADALUPE ZARAGOZA,UNIDAD DE CONSULTA EXTERNA,19.150813,-99.645952,2,1,3,0,0,0
CALIMAYA,SANTA MARÍA NATIVITAS,UNIDAD DE CONSULTA EXTERNA,19.21098,-99.626418,2,1,3,0,0,0
CALIMAYA,CALIMAYA SUR,UNIDAD DE CONSULTA EXTERNA,19.160908,-99.61563,3,1,4,0,0,0
CAPULHUAC,SANTA MARÍA COAXUSCO,UNIDAD DE CONSULTA EXTERNA,19.192591,-99.459518,1,0,1,0,0,0
CAPULHUAC,CEAPS CAPULHUAC DE MIRAFUENTES,UNIDAD DE CONSULTA EXTERNA,19.196602,-99.461468,4,5,9,0,4,4
CAPULHUAC,CAPA CENTRO NUEVA VIDA CAPULHUAC,UNIDAD DE CONSULTA EXTERNA,19.196531,-99.461254,1,3,4,0,0,0
CAPULHUAC,SAN MIGUEL ALMAYA,UNIDAD DE CONSULTA EXTERNA,19.206709,-99.443787,2,0,2,0,0,0
CAPULHUAC,SAN NICOLÁS TLAZALA,UNIDAD DE CONSULTA EXTERNA,19.227861,-99.466205,2,0,2,0,0,0
COACALCO DE BERRIOZáBAL,COACALCO,UNIDAD DE CONSULTA EXTERNA,19.630174,-99.105177,4,1,5,0,0,0
COACALCO DE BERRIOZáBAL,SAN RAFAEL,UNIDAD DE CONSULTA EXTERNA,19.649878,-99.082791,6,1,7,0,0,0
COATEPEC HARINAS,HOSPITAL RAMÓN LÓPEZ RAYÓN BICENTENARIO COATEPEC HARINAS,UNIDAD DE HOSPITALIZACION,18.924836,-99.766413,3,9,12,12,14,26
COATEPEC HARINAS,AGUA AMARGA,UNIDAD DE CONSULTA EXTERNA,18.933309,-99.753025,1,0,1,0,0,0
COATEPEC HARINAS,AGUA BENDITA,UNIDAD DE CONSULTA EXTERNA,18.985669,-99.854265,1,0,1,0,0,0
COATEPEC HARINAS,CHILTEPEC,UNIDAD DE CONSULTA EXTERNA,18.913719,-99.834016,1,1,2,0,0,0
COATEPEC HARINAS,COL. HIDALGO (SAN LUIS),UNIDAD DE CONSULTA EXTERNA,18.884424,-99.759184,1,0,1,0,0,0
COATEPEC HARINAS,IXTLÁHUACA DE VILLADA,UNIDAD DE CONSULTA EXTERNA,18.918548,-99.80801,1,0,1,0,0,0
COATEPEC HARINAS,LAS VUELTAS,UNIDAD DE CONSULTA EXTERNA,18.9020421,-99.8567443,1,0,1,0,0,0
COATEPEC HARINAS,LLANO GRANDE,UNIDAD DE CONSULTA EXTERNA,18.828622,-99.767004,1,1,2,0,0,0
COATEPEC HARINAS,MEYUCA,UNIDAD DE CONSULTA EXTERNA,18.851161,-99.781098,1,0,1,0,0,0
COATEPEC HARINAS,PLAN DE SAN FRANCISCO,UNIDAD DE CONSULTA EXTERNA,18.902087,-99.724331,1,0,1,0,0,0
COATEPEC HARINAS,ACUITLAPILCO,UNIDAD DE CONSULTA EXTERNA,18.904678,-99.787541,2,0,2,0,0,0
COATEPEC HARINAS,PIEDRAS ANCHAS,UNIDAD DE CONSULTA EXTERNA,18.979333,-99.780119,2,0,2,0,0,0
COATEPEC HARINAS,CARAVANA LAS JARAS,UNIDAD DE CONSULTA EXTERNA,18.923725,-99.768234,1,0,1,0,0,0
COCOTITLáN,CEAPS COCOTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.234595,-98.865245,2,4,6,0,4,4
COCOTITLáN,SAN ANDRÉS METLA,UNIDAD DE CONSULTA EXTERNA,19.21909,-98.835786,1,1,2,0,0,0
COYOTEPEC,COYOTEPEC,UNIDAD DE CONSULTA EXTERNA,19.776797,-99.213343,3,1,4,0,0,0
CUAUTITLáN,H.G. JOSÉ VICENTE VILLADA,UNIDAD DE HOSPITALIZACION,19.6645,-99.1787,0,21,21,144,90,234
CUAUTITLáN,CENTRO DE ATENCIÓN ODONTOLÓGICA CUAUTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.663798,-99.177954,0,1,1,0,0,0
CUAUTITLáN,MATERNIDAD CUAUTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.718075,-99.156172,0,3,3,0,8,8
CUAUTITLáN,CAPA CENTRO NUEVA VIDA CUAUTITLAN,UNIDAD DE CONSULTA EXTERNA,19.669797,-99.153388,1,5,6,0,0,0
CUAUTITLáN,CISAME CUAUTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.669979,-99.153356,0,4,4,0,0,0
CUAUTITLáN,UNIDAD DE ESPECIALIDAD MEDICA DETECCIÓN Y DIAGNÓSTICO DEL CANCER DE MAMA CUAUTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.718146,-99.15577,0,3,3,0,0,0
CUAUTITLáN,CARAVANA TULTEPEC,UNIDAD DE CONSULTA EXTERNA,19.663549,-99.177869,1,1,2,0,0,0
CUAUTITLáN,U. MÓVIL ISEM CUAUTITLÁN E1,UNIDAD DE CONSULTA EXTERNA,19.663549,-99.177869,0,0,0,0,0,0
CUAUTITLáN,U. MÓVIL ISEM CUAUTITLÁN E3,UNIDAD DE CONSULTA EXTERNA,19.663549,-99.177869,0,0,0,0,0,0
CUAUTITLáN,U. MÓVIL ISEM CUAUTITLÁN E5,UNIDAD DE CONSULTA EXTERNA,19.663549,-99.177869,0,0,0,0,0,0
CUAUTITLáN,U. MÓVIL ISEM TULTITLÁN E1,UNIDAD DE CONSULTA EXTERNA,19.663549,-99.177869,0,0,0,0,0,0
CUAUTITLáN,CENTRO DE SALUD PARQUE SAN MATEO,UNIDAD DE CONSULTA EXTERNA,19.717674,-99.15603,3,4,7,0,0,0
CUAUTITLáN,NUEVA SANTA MARÍA CUAUTITLÁN,UNIDAD DE CONSULTA EXTERNA,19.667428,-99.180033,6,0,6,0,0,0
CUAUTITLáN,JURISDICCIÓN SANITARIA XI. CUAUTITLAN,ESTABLECIMIENTO DE APOYO,19.6674,-99.1801,0,0,0,0,0,0
CHALCO,HOSPITAL MATERNO INFANTIL CHALCO JOSÉFA ORTÍZ DE DOMÍNGUEZ,UNIDAD DE HOSPITALIZACION,19.213963,-98.922724,2,6,8,60,31,91
CHALCO,HOSPITAL GENERAL DE CHALCO,UNIDAD DE HOSPITALIZACION,19.268303,-98.894141,0,13,13,60,29,89
CHALCO,CAPASITS CHALCO,UNIDAD DE CONSULTA EXTERNA,19.268128,-98.894267,2,2,4,0,0,0
CHALCO,U. MÓVIL ISEM AGRARISTA,UNIDAD DE CONSULTA EXTERNA,19.274203,-98.892759,0,0,0,0,0,0
CHALCO,U. MÓVIL ISEM BARRIO DE LA SANTA CRUZ,UNIDAD DE CONSULTA EXTERNA,19.263807,-98.911324,0,0,0,0,0,0
CHALCO,U. MÓVIL ISEM SANTA ISABEL CHALMA,UNIDAD DE CONSULTA EXTERNA,19.274203,-98.892759,0,0,0,0,0,0
CHALCO,U. MÓVIL ISEM SANTO TOMAS ATZINGO,UNIDAD DE CONSULTA EXTERNA,19.263807,-98.911324,0,0,0,0,0,0
CHALCO,CANDELARIA TLAPALA,UNIDAD DE CONSULTA EXTERNA,19.237671,-98.849825,1,0,1,0,0,0
CHALCO,SAN GREGORIO CUAUTZINGO,UNIDAD DE CONSULTA EXTERNA,19.263686,-98.858075,1,1,2,0,0,0
CHALCO,SAN JUAN Y SAN PEDRO TEZOMPA,UNIDAD DE CONSULTA EXTERNA,19.205621,-98.960764,1,0,1,0,0,0
CHALCO,SAN LUCAS AMALINALCO,UNIDAD DE CONSULTA EXTERNA,19.270284,-98.86367,1,0,1,0,0,0
CHALCO,SAN MARCOS HUIXTOCO,UNIDAD DE CONSULTA EXTERNA,19.2953,-98.8656,1,0,1,0,0,0
CHALCO,SAN MARTÍN XICO,UNIDAD DE CONSULTA EXTERNA,19.23588405,-98.91542548,1,0,1,0,0,0
CHALCO,SAN MATEO HUITZILZINGO,UNIDAD DE CONSULTA EXTERNA,19.231226,-98.926201,1,1,2,0,0,0
CHALCO,SAN MATEO TEZOQUIPAN,UNIDAD DE CONSULTA EXTERNA,19.225195,-98.815775,1,0,1,0,0,0
CHALCO,SANTA MARÍA HUEXOCULCO,UNIDAD DE CONSULTA EXTERNA,19.256317,-98.814685,1,0,1,0,0,0
CHALCO,SANTA CATARINA AYOTZINGO,UNIDAD DE CONSULTA EXTERNA,19.209589,-98.929659,2,0,2,0,0,0
CHALCO,SAN MARTÍN CUAUTLALPAN,UNIDAD DE CONSULTA EXTERNA,19.277195,-98.832334,4,1,5,0,0,0
CHALCO,CENTRO DE SALUD SAN LORENZO CHIMALPA,UNIDAD DE CONSULTA EXTERNA,19.234593,-98.920976,5,3,8,0,0,0
CHALCO,EMILIANO ZAPATA,UNIDAD DE CONSULTA EXTERNA,19.274086,-98.892602,6,1,7,0,0,0
CHALCO,JARDINES DE CHALCO,UNIDAD DE CONSULTA EXTERNA,19.263668,-98.91132,10,1,11,0,0,0
CHALCO,JURISDICCIÓN DE REGULACIÓN SANITARIA NO. 10 CHALCO,ESTABLECIMIENTO DE APOYO,19.25717,-98.896564,0,0,0,0,0,0
CHALCO,JURISDICCIÓN SANITARIA XVI. AMECAMECA,ESTABLECIMIENTO DE APOYO,19.2586879,-98.899535,0,0,0,0,0,0
CHAPA DE MOTA,CEAPS CHAPA DE MOTA,UNIDAD DE CONSULTA EXTERNA,19.814332,-99.525163,4,2,6,0,5,5
CHAPA DE MOTA,CENTRO DE SALUD EMILIANO ZAPATA,UNIDAD DE CONSULTA EXTERNA,19.878551,-99.589199,1,1,2,0,0,0
CHAPA DE MOTA,CENTRO DE SALUD SAN FRANCISCO DE LAS TABLAS,UNIDAD DE CONSULTA EXTERNA,19.767094,-99.528882,1,0,1,0,0,0
CHAPA DE MOTA,LA PALMA,UNIDAD DE CONSULTA EXTERNA,19.745829,-99.556786,1,0,1,0,0,0
CHAPA DE MOTA,MACAVACA,UNIDAD DE CONSULTA EXTERNA,19.822646,-99.464046,1,0,1,0,0,0
CHAPA DE MOTA,SAN GABRIEL,UNIDAD DE CONSULTA EXTERNA,19.892184,-99.628892,1,0,1,0,0,0
CHAPA DE MOTA,LA LADERA,UNIDAD DE CONSULTA EXTERNA,19.801888,-99.565217,2,0,2,0,0,0
CHAPA DE MOTA,DONGU,UNIDAD DE CONSULTA EXTERNA,19.855149,-99.585788,2,0,2,0,0,0
CHAPA DE MOTA,SAN FELIPE COAMANGO,UNIDAD DE CONSULTA EXTERNA,19.856504,-99.611855,2,0,2,0,0,0
CHAPA DE MOTA,SAN JUAN TUXTEPEC,UNIDAD DE CONSULTA EXTERNA,19.864127,-99.622396,2,1,3,0,0,0
CHAPULTEPEC,CEAPS SAN MIGUEL CHAPULTEPEC BICENTENARIO,UNIDAD DE CONSULTA EXTERNA,19.203447,-99.559143,2,5,7,0,5,5
CHIAUTLA,CEAPS CHIAUTLA,UNIDAD DE CONSULTA EXTERNA,19.545773,-98.880564,3,2,5,0,3,3
CHIAUTLA,SAN ANTONIO TEPETITLAN,UNIDAD DE CONSULTA EXTERNA,19.574432,-98.873078,1,0,1,0,0,0
CHIAUTLA,NONOALCO,UNIDAD DE CONSULTA EXTERNA,19.553595,-98.868538,1,0,1,0,0,0
CHIAUTLA,OCOPULCO,UNIDAD DE CONSULTA EXTERNA,19.589014,-98.89843,1,0,1,0,0,0
CHIAUTLA,SAN ANDRÉS CHIAUTLA,UNIDAD DE CONSULTA EXTERNA,19.554807,-98.886705,1,0,1,0,0,0
CHIAUTLA,SANTIAGO CHIMALPA,UNIDAD DE CONSULTA EXTERNA,19.568,-98.889303,1,0,1,0,0,0
CHIAUTLA,JURISDICCIÓN SANITARIA XIX. TEXCOCO,ESTABLECIMIENTO DE APOYO,19.552209,-98.879858,0,0,0,0,0,0
CHICOLOAPAN,C.S. ARA,UNIDAD DE CONSULTA EXTERNA,19.41803035,-98.88381001,2,0,2,0,0,0
CHICOLOAPAN,C.S. BETA,UNIDAD DE CONSULTA EXTERNA,19.424984,-98.889552,2,0,2,0,0,0
CHICOLOAPAN,FRANCISCO VILLA,UNIDAD DE CONSULTA EXTERNA,19.398218,-98.933502,1,0,1,0,0,0
CHICOLOAPAN,VENUSTIANO CARRANZA,UNIDAD DE CONSULTA EXTERNA,19.40527799,-98.920387,1,0,1,0,0,0
CHICOLOAPAN,COL.SANTA ROSA,UNIDAD DE CONSULTA EXTERNA,19.404737,-98.906634,2,0,2,0,0,0
CHICOLOAPAN,EJERCITO DEL TRABAJO,UNIDAD DE CONSULTA EXTERNA,19.402425,-98.929258,2,0,2,0,0,0
CHICOLOAPAN,SAN VICENTE CHICOLOAPAN,UNIDAD DE CONSULTA EXTERNA,19.4208,-98.9017,2,0,2,0,0,0
CHICOLOAPAN,EMILIANO ZAPATA,UNIDAD DE CONSULTA EXTERNA,19.39785,-98.929523,5,1,6,0,0,0
CHICONCUAC,HOSPITAL MUNICIPAL DE CHICONCUAC,UNIDAD DE HOSPITALIZACION,19.543561,-98.897241,2,6,8,18,17,35
CHICONCUAC,CEAPS CHICONCUAC,UNIDAD DE CONSULTA EXTERNA,19.558145,-98.892647,3,3,6,0,3,3
CHIMALHUACáN,HOSPITAL MATERNO INFANTIL VICENTE GUERRERO CHIMALHUACÁN,UNIDAD DE HOSPITALIZACION,19.44222,-98.9726375,0,7,7,60,45,105
CHIMALHUACáN,H.G. CHIMALHUACÁN,UNIDAD DE HOSPITALIZACION,19.419179,-98.975415,0,20,20,90,41,131
CHIMALHUACáN,HOSPITAL GENERAL CHIMALHUACÁN SAN AGUSTÍN,UNIDAD DE HOSPITALIZACION,19.387162,-98.960229,0,7,7,36,34,70
CHIMALHUACáN,CEAPS ACUITLAPILCO,UNIDAD DE CONSULTA EXTERNA,19.43787,-98.931737,2,3,5,0,4,4
CHIMALHUACáN,CEAPS SANTA ELENA,UNIDAD DE CONSULTA EXTERNA,19.432469,-98.966697,2,5,7,0,2,2
CHIMALHUACáN,CEAPS SANTA MARÍA CHIMALHUACAN,UNIDAD DE CONSULTA EXTERNA,19.398615,-98.909023,2,5,7,0,4,4
CHIMALHUACáN,CAPA CENTRO NUEVA VIDA CHIMALHUACAN,UNIDAD DE CONSULTA EXTERNA,19.439417,-98.975286,1,3,4,0,0,0
CHIMALHUACáN,CISAME BARRIO TRANSPORTISTAS,UNIDAD DE CONSULTA EXTERNA,19.439624,-98.975282,1,7,8,0,0,0
CHIMALHUACáN,SORID BARRIO TRANSPORTISTAS,UNIDAD DE CONSULTA EXTERNA,19.439267,-98.975577,1,2,3,0,0,0
CHIMALHUACáN,U. MÓVIL ISEM SAN LORENZO 1,UNIDAD DE CONSULTA EXTERNA,19.40771,-98.982002,0,0,0,0,0,0
CHIMALHUACáN,LAS PALOMAS,UNIDAD DE CONSULTA EXTERNA,19.39734931,-98.97145358,3,1,4,0,0,0
CHIMALHUACáN,SAN AGUSTÍN ATLAPULCO,UNIDAD DE CONSULTA EXTERNA,19.388717,-98.960814,4,0,4,0,0,0
CHIMALHUACáN,BARRIO FUNDIDORES,UNIDAD DE CONSULTA EXTERNA,19.444808,-98.951775,6,1,7,0,0,0
CHIMALHUACáN,CHIMALHUACAN,UNIDAD DE CONSULTA EXTERNA,19.421286,-98.947639,6,0,6,0,0,0
CHIMALHUACáN,COLONIA BARRIO HERREROS,UNIDAD DE CONSULTA EXTERNA,19.434465,-98.942857,6,1,7,0,0,0
CHIMALHUACáN,COLONIA BARRIO PLATEROS,UNIDAD DE CONSULTA EXTERNA,19.427626,-98.977075,6,1,7,0,0,0
CHIMALHUACáN,SAN LORENZO,UNIDAD DE CONSULTA EXTERNA,19.407701,-98.982084,6,1,7,0,0,0
DONATO GUERRA,EL CAPULIN,UNIDAD DE CONSULTA EXTERNA,19.352859,-100.285038,1,0,1,0,0,0
DONATO GUERRA,SAN ANTONIO DE LA LAGUNA,UNIDAD DE CONSULTA EXTERNA,19.300754,-100.078418,1,0,1,0,0,0
DONATO GUERRA,SAN FRANCISCO MIHUALTEPEC EJIDO,UNIDAD DE CONSULTA EXTERNA,19.22997,-100.12638,1,0,1,0,0,0
DONATO GUERRA,SANTIAGO HUITLAPALTEPEC,UNIDAD DE CONSULTA EXTERNA,19.282684,-100.207756,1,0,1,0,0,0
DONATO GUERRA,SAN FRANCISCO MIHUALTEPEC POBLADO,UNIDAD DE CONSULTA EXTERNA,19.246785,-100.097371,2,0,2,0,0,0
DONATO GUERRA,SAN JUAN XOCONUSCO,UNIDAD DE CONSULTA EXTERNA,19.311427,-100.261215,2,0,2,0,0,0
DONATO GUERRA,SAN MARTÍN OBISPO,UNIDAD DE CONSULTA EXTERNA,19.319087,-100.074293,2,1,3,0,0,0
DONATO GUERRA,DONATO GUERRA,UNIDAD DE CONSULTA EXTERNA,19.310641,-100.143973,2,1,3,0,0,0
DONATO GUERRA,SAN AGUSTÍN LAS PALMAS,UNIDAD DE CONSULTA EXTERNA,19.3254,-100.150493,2,0,2,0,0,0
DONATO GUERRA,SAN SIMON DE LA LAGUNA,UNIDAD DE CONSULTA EXTERNA,19.288751,-100.081377,2,0,2,0,0,0
ECATEPEC DE MORELOS,H.G. DR. JOSÉ MARÍA RODRÍGUEZ,UNIDAD DE HOSPITALIZACION,19.5144,-99.0382,1,13,14,144,48,192
ECATEPEC DE MORELOS,HOSPITAL GENERAL LAS AMÉRICAS,UNIDAD DE HOSPITALIZACION,19.5936922,-99.0188783,0,13,13,136,57,193
ECATEPEC DE MORELOS,CAPA CENTRO NUEVA VIDA CHICONAUTLA 3000,UNIDAD DE CONSULTA EXTERNA,19.64188,-98.985306,1,2,3,0,0,0
ECATEPEC DE MORELOS,CAPA CENTRO NUEVA VIDA ECATEPEC CD. CUAUHTÉMOC,UNIDAD DE CONSULTA EXTERNA,19.6471,-98.9947,1,2,3,0,0,0
ECATEPEC DE MORELOS,CAPA CENTRO NUEVA VIDA ECATEPEC CHAMIZAL,UNIDAD DE CONSULTA EXTERNA,19.5012,-99.0628,1,2,3,0,0,0
ECATEPEC DE MORELOS,CAPA CENTRO NUEVA VIDA ECATEPEC HÉROES DE GRANADITAS,UNIDAD DE CONSULTA EXTERNA,19.4909,-99.0316,0,2,2,0,0,0
ECATEPEC DE MORELOS,CAPA CENTRO NUEVA VIDA ECATEPEC RUIZ CORTINEZ,UNIDAD DE CONSULTA EXTERNA,19.6028,-99.0327,1,2,3,0,0,0
ECATEPEC DE MORELOS,CAPA CENTRO NUEVA VIDA ECATEPEC SAN AGUSTIN,UNIDAD DE CONSULTA EXTERNA,19.5334,-99.0304,1,2,3,0,0,0
ECATEPEC DE MORELOS,CAPA CENTRO NUEVA VIDA ECATEPEC SAN JUAN IXHUATEPEC,UNIDAD DE CONSULTA EXTERNA,19.5178,-99.0876,1,2,3,0,0,0
ECATEPEC DE MORELOS,CAPASITS ECATEPEC,UNIDAD DE CONSULTA EXTERNA,19.5947,-99.0191,2,2,4,0,0,0
ECATEPEC DE MORELOS,U. MOVIL RUIZ CORTINES 1,UNIDAD DE CONSULTA EXTERNA,19.602911,-99.032496,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MOVIL SANTA MA. CHICONAUTLA 1,UNIDAD DE CONSULTA EXTERNA,19.634121,-99.000374,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM RUIZ CORTINES 5,UNIDAD DE CONSULTA EXTERNA,19.602911,-99.032496,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM AMPLIACIÓN TULPETLAC 1,UNIDAD DE CONSULTA EXTERNA,19.570713,-99.058548,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM AMPLIACIÓN TULPETLAC 2,UNIDAD DE CONSULTA EXTERNA,19.570713,-99.058548,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM CHAMIZAL 1,UNIDAD DE CONSULTA EXTERNA,19.49939,-99.055908,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM CIUDAD CUAUHTÉMOC 2,UNIDAD DE CONSULTA EXTERNA,19.645436,-98.994797,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM HANK GONZALEZ 2,UNIDAD DE CONSULTA EXTERNA,19.552744,-99.073354,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM HANK GONZALEZ 4,UNIDAD DE CONSULTA EXTERNA,19.552744,-99.073354,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM HEROES DE GRANADITAS,UNIDAD DE CONSULTA EXTERNA,19.490667,-99.031281,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM JARDINES DE MORELOS 3,UNIDAD DE CONSULTA EXTERNA,19.598495,-98.99826,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM RUIZ CORTINES 2,UNIDAD DE CONSULTA EXTERNA,19.602911,-99.032496,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM RUIZ CORTINES 3,UNIDAD DE CONSULTA EXTERNA,19.602911,-99.032496,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM RUIZ CORTINES 4,UNIDAD DE CONSULTA EXTERNA,19.602911,-99.032496,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM RUIZ CORTINES 6,UNIDAD DE CONSULTA EXTERNA,19.602911,-99.032496,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM RUIZ CORTINES 7,UNIDAD DE CONSULTA EXTERNA,19.602911,-99.032496,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM RUIZ CORTINES 9,UNIDAD DE CONSULTA EXTERNA,19.602911,-99.032496,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM SAN AGUSTÍN 1,UNIDAD DE CONSULTA EXTERNA,19.533002,-99.03014,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM SAN JUAN IXHUATEPEC 1,UNIDAD DE CONSULTA EXTERNA,19.517606,-99.087607,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM SAN JUAN IXHUATEPEC 2,UNIDAD DE CONSULTA EXTERNA,19.517606,-99.087607,0,0,0,0,0,0
ECATEPEC DE MORELOS,U. MÓVIL ISEM STA. MA. CHICONAUTLA 2,UNIDAD DE CONSULTA EXTERNA,19.634121,-99.000374,0,0,0,0,0,0
ECATEPEC DE MORELOS,TABLA DEL POZO,UNIDAD DE CONSULTA EXTERNA,19.54913,-99.086368,1,0,1,0,0,0
ECATEPEC DE MORELOS,COL. TEJALPA,UNIDAD DE CONSULTA EXTERNA,19.5652,-99.0586,2,0,2,0,0,0
ECATEPEC DE MORELOS,"CSU VISIÓN MUNDIAL, PLAN DE AYALA",UNIDAD DE CONSULTA EXTERNA,19.5657,-99.0696,2,1,3,0,0,0
ECATEPEC DE MORELOS,MIGUEL HIDALGO,UNIDAD DE CONSULTA EXTERNA,19.5301,-99.0509,2,1,3,0,0,0
ECATEPEC DE MORELOS,CENTRO DE SALUD CHICONAUTLA 3000,UNIDAD DE CONSULTA EXTERNA,19.642076,-98.985559,3,0,3,0,6,6
ECATEPEC DE MORELOS,CHAMIZAL,UNIDAD DE CONSULTA EXTERNA,19.4992,-99.0565,6,1,7,0,0,0
ECATEPEC DE MORELOS,CIUDAD CUAUHTÉMOC,UNIDAD DE CONSULTA EXTERNA,19.6458,-98.995,6,1,7,0,0,0
ECATEPEC DE MORELOS,EMILIANO ZAPATA,UNIDAD DE CONSULTA EXTERNA,19.5197,-99.0403,6,1,7,0,0,0
ECATEPEC DE MORELOS,HÉROES DE GRANADITAS,UNIDAD DE CONSULTA EXTERNA,19.4911,-99.0314,6,1,7,0,0,0
ECATEPEC DE MORELOS,JARDINES DE SAN GABRIEL,UNIDAD DE CONSULTA EXTERNA,19.5187,-99.0567,6,1,7,0,0,0
ECATEPEC DE MORELOS,JOSÉ MA.MORELOS Y PAVÓN,UNIDAD DE CONSULTA EXTERNA,19.5632,-99.0181,6,1,7,0,0,0
ECATEPEC DE MORELOS,NUEVA ARAGON,UNIDAD DE CONSULTA EXTERNA,19.5039,-99.0171,6,1,7,0,0,0
ECATEPEC DE MORELOS,RUÍZ CORTINES,UNIDAD DE CONSULTA EXTERNA,19.6031,-99.0329,6,1,7,0,0,0
ECATEPEC DE MORELOS,SAN AGUSTÍN,UNIDAD DE CONSULTA EXTERNA,19.5328,-99.0304,6,1,7,0,0,0
ECATEPEC DE MORELOS,SAN PEDRO XALOSTOC,UNIDAD DE CONSULTA EXTERNA,19.5363,-99.0819,6,1,7,0,0,0
ECATEPEC DE MORELOS,SANTA CLARA,UNIDAD DE CONSULTA EXTERNA,19.540106,-99.067055,6,1,7,0,0,0
ECATEPEC DE MORELOS,SANTA MARÍA CHICONAUTLA,UNIDAD DE CONSULTA EXTERNA,19.6342,-99.0007,6,1,7,0,0,0
ECATEPEC DE MORELOS,SANTA MARÍA TULPETLAC,UNIDAD DE CONSULTA EXTERNA,19.5733,-99.0424,6,2,8,0,0,0
ECATEPEC DE MORELOS,HANK GONZÁLEZ,UNIDAD DE CONSULTA EXTERNA,19.5524,-99.0734,7,1,8,0,0,0
ECATEPEC DE MORELOS,SAN JUAN IXHUATEPEC,UNIDAD DE CONSULTA EXTERNA,19.5177,-99.0874,7,2,9,0,0,0
ECATEPEC DE MORELOS,AMPLIACIÓN TULPETLAC,UNIDAD DE CONSULTA EXTERNA,19.5707,-99.0583,8,1,9,0,0,0
ECATEPEC DE MORELOS,JARDINES DE MORELOS,UNIDAD DE CONSULTA EXTERNA,19.5986,-98.998,12,1,13,0,0,0
ECATEPEC DE MORELOS,BANCO DE SANGRE REGIONAL ECATEPEC LAS AMÉRICAS,ESTABLECIMIENTO DE APOYO,19.597463,-99.019253,0,3,3,0,0,0
ECATEPEC DE MORELOS,LABORATORIO CLINICO (REGIONAL),ESTABLECIMIENTO DE APOYO,19.578081,-99.039662,0,0,0,0,0,0
ECATEPEC DE MORELOS,LABORATORIO JOSÉ MA. MORELOS,ESTABLECIMIENTO DE APOYO,19.5632,-99.0181,0,0,0,0,0,0
ECATEPEC DE MORELOS,JURISDICCIÓN SANITARIA XVII. ECATEPEC,ESTABLECIMIENTO DE APOYO,19.5348669,-99.0393698,0,0,0,0,0,0
ECATZINGO,CEAPS ECATZINGO,UNIDAD DE CONSULTA EXTERNA,18.95748,-98.753703,2,4,6,0,4,4
ECATZINGO,TECOMAXUSCO,UNIDAD DE CONSULTA EXTERNA,18.981068,-98.762614,1,0,1,0,0,0
ECATZINGO,TLACOTOMPA,UNIDAD DE CONSULTA EXTERNA,18.94071,-98.790912,1,0,1,0,0,0
HUEHUETOCA,HOSPITAL MUNICIPAL HUEHUETOCA,UNIDAD DE HOSPITALIZACION,19.8287,-99.2308,0,10,10,18,11,29
HUEHUETOCA,SAN BUENAVENTURA (EJIDO DE JALPA),UNIDAD DE CONSULTA EXTERNA,19.821876,-99.325595,1,0,1,0,0,0
HUEHUETOCA,SAN MIGUEL DE LOS JAGUEYES,UNIDAD DE CONSULTA EXTERNA,19.83646,-99.271538,1,0,1,0,0,0
HUEHUETOCA,SAN BARTOLO,UNIDAD DE CONSULTA EXTERNA,19.833722,-99.1931,1,0,1,0,0,0
HUEHUETOCA,JUAN ADALMA BICENTENARIO SALITRILLO,UNIDAD DE CONSULTA EXTERNA,19.827554,-99.206936,2,1,3,0,0,0
